event,particle,hit,x,y
1.0,10000050.0,100001240.0,-979.288715166,202.468793519
1.0,10000050.0,100001790.0,-1972.35489922,331.385201149
1.0,10000050.0,100000880.0,-2975.09538773,385.755666064
1.0,10000050.0,100001710.0,-3983.35259788,364.557376753
1.0,10000050.0,100001370.0,-4992.87961147,266.745544212
1.0,10000050.0,100000080.0,-5999.30615522,91.2450327177
1.0,10000050.0,100000770.0,-6998.10058264,-163.058993049
1.0,10000050.0,100001380.0,-7984.52635454,-497.331774295
1.0,10000080.0,100000960.0,-882.155578041,470.958104434
1.0,10000080.0,100001250.0,-1690.45636665,1068.81114911
1.0,10000080.0,100001090.0,-2409.80780612,1786.84815739
1.0,10000080.0,100001580.0,-3024.2534165,2617.99374958
1.0,10000080.0,100000870.0,-3516.42047682,3554.54456017
1.0,10000080.0,100001600.0,-3866.75682565,4587.830822
1.0,10000080.0,100000910.0,-4052.40338733,5707.71642484
1.0,10000080.0,100001830.0,-4045.38940152,6901.79864891
1.0,10000130.0,100001840.0,721.32251992,-692.599323026
1.0,10000130.0,100000270.0,1523.82964095,-1295.35447865
1.0,10000130.0,100001050.0,2399.94020365,-1800.07972571
1.0,10000130.0,100001500.0,3341.79991314,-2198.26598494
1.0,10000130.0,100001770.0,4341.09483259,-2480.90621638
1.0,10000130.0,100000620.0,5388.83719799,-2638.26337835
1.0,10000130.0,100000010.0,6475.08390843,-2659.56544923
1.0,10000130.0,100000670.0,7588.54581966,-2532.58214929
1.0,10000040.0,100000020.0,961.764863253,273.8012781
1.0,10000040.0,100001760.0,1923.55033251,547.6054255
1.0,10000040.0,100001730.0,2885.33580176,821.4095729
1.0,10000040.0,100000970.0,3847.12127101,1095.2137203
1.0,10000040.0,100000630.0,4808.90674027,1369.0178677
1.0,10000040.0,100001630.0,5770.69220952,1642.8220151
1.0,10000040.0,100001740.0,6732.47767877,1916.6261625
1.0,10000040.0,100000230.0,7694.26314803,2190.4303099
1.0,10000100.0,100001100.0,688.272624522,-725.452130973
1.0,10000100.0,100001210.0,1314.86164086,-1507.0298157
1.0,10000100.0,100000200.0,1875.99476096,-2341.0774564
1.0,10000100.0,100001110.0,2367.83443483,-3223.87346049
1.0,10000100.0,100001280.0,2786.44005859,-4151.59629539
1.0,10000100.0,100001890.0,3127.72748619,-5120.28522371
1.0,10000100.0,100001560.0,3387.42261909,-6125.79529528
1.0,10000100.0,100000240.0,3561.00665119,-7163.74424657
1.0,10000110.0,100000580.0,-722.597390401,-691.2545112
1.0,10000110.0,100000400.0,-1445.1918996,-1382.5266539
1.0,10000110.0,100000760.0,-2167.7864088,-2073.7987966
1.0,10000110.0,100000940.0,-2890.380918,-2765.0709393
1.0,10000110.0,100001810.0,-3612.9754272,-3456.343082
1.0,10000110.0,100000290.0,-4335.5699364,-4147.6152247
1.0,10000110.0,100000060.0,-5058.1644456,-4838.8873674
1.0,10000110.0,100000810.0,-5780.75895481,-5530.1595101
1.0,10000020.0,100001290.0,-79.4728956847,-996.837027227
1.0,10000020.0,100001950.0,-233.104326583,-1986.36914317
1.0,10000020.0,100001430.0,-460.692480299,-2964.41603669
1.0,10000020.0,100000300.0,-762.057536018,-3926.73761688
1.0,10000020.0,100000640.0,-1137.01584316,-4869.00348864
1.0,10000020.0,100001010.0,-1585.3784646,-5786.75860253
1.0,10000020.0,100001720.0,-2106.94955013,-6675.38490225
1.0,10000020.0,100000890.0,-2701.52447664,-7530.05747004
1.0,10000010.0,100000420.0,-952.087918824,305.837587476
1.0,10000010.0,100001410.0,-1904.17270605,611.671787552
1.0,10000010.0,100001670.0,-2856.25749327,917.505987628
1.0,10000010.0,100001820.0,-3808.3422805,1223.3401877
1.0,10000010.0,100000680.0,-4760.42706772,1529.17438778
1.0,10000010.0,100001620.0,-5712.51185495,1835.00858786
1.0,10000010.0,100000610.0,-6664.59664217,2140.84278793
1.0,10000010.0,100001850.0,-7616.68142939,2446.67698801
2.0,10000170.0,100001450.0,603.506623966,797.396628189
2.0,10000170.0,100000020.0,1206.98647763,1594.77487358
2.0,10000170.0,100001650.0,1810.4663313,2392.15311897
2.0,10000170.0,100000720.0,2413.94618496,3189.53136435
2.0,10000170.0,100001090.0,3017.42603863,3986.90960974
2.0,10000170.0,100000090.0,3620.9058923,4784.28785513
2.0,10000170.0,100000540.0,4224.38574596,5581.66610052
2.0,10000170.0,100000130.0,4827.86559963,6379.04434591
2.0,10000100.0,100000300.0,828.766208845,-559.592849126
2.0,10000100.0,100001390.0,1657.54708589,-1119.16613105
2.0,10000100.0,100001580.0,2486.32796293,-1678.73941298
2.0,10000100.0,100001560.0,3315.10883998,-2238.3126949
2.0,10000100.0,100001760.0,4143.88971702,-2797.88597683
2.0,10000100.0,100000270.0,4972.67059407,-3357.45925875
2.0,10000100.0,100001020.0,5801.45147111,-3917.03254068
2.0,10000100.0,100001780.0,6630.23234816,-4476.6058226
2.0,10000080.0,100001730.0,970.910180627,-239.443983334
2.0,10000080.0,100001930.0,1907.81269132,-600.208909319
2.0,10000080.0,100000990.0,2798.807053,-1080.12919602
2.0,10000080.0,100001300.0,3631.50087121,-1676.96196212
2.0,10000080.0,100000450.0,4392.7122302,-2388.32143203
2.0,10000080.0,100000680.0,5068.09208643,-3211.61059338
2.0,10000080.0,100001700.0,5641.61753653,-4143.92948437
2.0,10000080.0,100001910.0,6094.87073452,-5181.94468607
2.0,10000060.0,100000880.0,-684.514252271,728.99788734
2.0,10000060.0,100001460.0,-1369.01471644,1458.01031148
2.0,10000060.0,100000790.0,-2053.51518061,2187.02273562
2.0,10000060.0,100001770.0,-2738.01564478,2916.03515976
2.0,10000060.0,100000600.0,-3422.51610895,3645.0475839
2.0,10000060.0,100001140.0,-4107.01657312,4374.06000804
2.0,10000060.0,100000350.0,-4791.5170373,5103.07243218
2.0,10000060.0,100001060.0,-5476.01750147,5832.08485632
2.0,10000030.0,100001120.0,689.36436054,-724.396240541
2.0,10000030.0,100001810.0,1378.71963848,-1448.81966698
2.0,10000030.0,100001630.0,2068.07491642,-2173.24309342
2.0,10000030.0,100000970.0,2757.43019436,-2897.66651986
2.0,10000030.0,100001050.0,3446.7854723,-3622.0899463
2.0,10000030.0,100000780.0,4136.14075024,-4346.51337274
2.0,10000030.0,100001070.0,4825.49602818,-5070.93679919
2.0,10000030.0,100000220.0,5514.85130612,-5795.36022563
2.0,10000000.0,100000340.0,-228.79824404,973.47099678
2.0,10000000.0,100001480.0,-457.569516681,1946.95119936
2.0,10000000.0,100000900.0,-686.340789321,2920.43140194
2.0,10000000.0,100001940.0,-915.112061962,3893.91160452
2.0,10000000.0,100001350.0,-1143.8833346,4867.3918071
2.0,10000000.0,100000290.0,-1372.65460724,5840.87200968
2.0,10000000.0,100001080.0,-1601.42587988,6814.35221226
2.0,10000000.0,100001690.0,-1830.19715252,7787.83241484
2.0,10000040.0,100000400.0,793.11747613,609.068689934
2.0,10000040.0,100001180.0,1725.89412035,1010.58868256
2.0,10000040.0,100000930.0,2762.68315972,1169.43651345
2.0,10000040.0,100001900.0,3861.33558951,1044.07253826
2.0,10000040.0,100001960.0,4966.27797091,579.726759477
2.0,10000040.0,100000480.0,5992.10099526,-307.775344427
2.0,10000040.0,100001000.0,6768.1629959,-1786.60842408
2.0,10000040.0,100001410.0,6556.16467583,-4584.39796956
2.0,10000180.0,100000250.0,380.718484641,924.670428527
2.0,10000180.0,100000640.0,761.445888583,1849.35775075
2.0,10000180.0,100000190.0,1142.17329252,2774.04507298
2.0,10000180.0,100000460.0,1522.90069647,3698.73239521
2.0,10000180.0,100001570.0,1903.62810041,4623.41971744
2.0,10000180.0,100001890.0,2284.35550435,5548.10703966
2.0,10000180.0,100000610.0,2665.08290829,6472.79436189
2.0,10000180.0,100001380.0,3045.81031223,7397.48168412
2.0,10000090.0,100001610.0,-42.6060576294,-999.079397636
2.0,10000090.0,100000910.0,-85.2179939588,-1998.17109657
2.0,10000090.0,100000550.0,-127.829930288,-2997.26279551
2.0,10000090.0,100001340.0,-170.441866618,-3996.35449444
2.0,10000090.0,100001970.0,-213.053802947,-4995.44619338
2.0,10000090.0,100001260.0,-255.665739276,-5994.53789231
2.0,10000090.0,100001040.0,-298.277675606,-6993.62959125
2.0,10000090.0,100000700.0,-340.889611935,-7992.72129019
2.0,10000190.0,100001230.0,811.490588486,584.403922959
2.0,10000190.0,100000560.0,1622.96350827,1168.79394722
2.0,10000190.0,100001250.0,2434.43642806,1753.18397148
2.0,10000190.0,100000800.0,3245.90934784,2337.57399574
2.0,10000190.0,100000380.0,4057.38226763,2921.96402
2.0,10000190.0,100000980.0,4868.85518742,3506.35404426
2.0,10000190.0,100000870.0,5680.3281072,4090.74406852
2.0,10000190.0,100000310.0,6491.80102699,4675.13409278
2.0,10000110.0,100000810.0,594.916317482,-803.747858991
2.0,10000110.0,100000430.0,1189.84998086,-1607.52266338
2.0,10000110.0,100000920.0,1784.78364425,-2411.29746777
2.0,10000110.0,100000830.0,2379.71730763,-3215.07227217
2.0,10000110.0,100000320.0,2974.65097101,-4018.84707656
2.0,10000110.0,100000070.0,3569.58463439,-4822.62188095
2.0,10000110.0,100001640.0,4164.51829778,-5626.39668534
2.0,10000110.0,100001100.0,4759.45196116,-6430.17148973
2.0,10000020.0,100001240.0,546.975354284,837.148709493
2.0,10000020.0,100000420.0,920.713428731,1775.46804594
2.0,10000020.0,100000060.0,1101.51266595,2790.46050801
2.0,10000020.0,100001550.0,1067.4699496,3854.93293154
2.0,10000020.0,100000690.0,792.710384944,4936.76110882
2.0,10000020.0,100000750.0,244.274694772,5995.02542726
2.0,10000020.0,100000850.0,-624.244599108,6972.11005941
2.0,10000020.0,100001830.0,-1888.68815868,7773.85728189
2.0,10000130.0,100001540.0,-783.86818571,-620.92819272
2.0,10000130.0,100001670.0,-1567.72920712,-1241.86450114
2.0,10000130.0,100000760.0,-2351.59022853,-1862.80080956
2.0,10000130.0,100001330.0,-3135.45124994,-2483.73711798
2.0,10000130.0,100000010.0,-3919.31227135,-3104.6734264
2.0,10000130.0,100001220.0,-4703.17329276,-3725.60973482
2.0,10000130.0,100001160.0,-5487.03431417,-4346.54604324
2.0,10000130.0,100000840.0,-6270.89533558,-4967.48235166
2.0,10000070.0,100001750.0,-591.149225321,806.562206778
2.0,10000070.0,100000080.0,-1278.43600521,1538.05116319
2.0,10000070.0,100001430.0,-2055.72785869,2184.94461509
2.0,10000070.0,100001440.0,-2916.66063115,2737.3510485
2.0,10000070.0,100001860.0,-3854.49180462,3184.79087666
2.0,10000070.0,100000630.0,-4861.92335516,3515.92111524
2.0,10000070.0,100001880.0,-5930.86805192,3718.17215183
2.0,10000070.0,100000360.0,-7052.12364006,3777.24134327
3.0,10000080.0,100001770.0,588.065008751,808.789845403
3.0,10000080.0,100000440.0,1176.1562513,1617.58443641
3.0,10000080.0,100000900.0,1764.24749385,2426.37902741
3.0,10000080.0,100000880.0,2352.3387364,3235.17361841
3.0,10000080.0,100001020.0,2940.42997895,4043.96820941
3.0,10000080.0,100001580.0,3528.52122151,4852.76280042
3.0,10000080.0,100000420.0,4116.61246406,5661.55739142
3.0,10000080.0,100001460.0,4704.70370661,6470.35198242
3.0,10000130.0,100000550.0,-999.879950164,15.494684865
3.0,10000130.0,100000290.0,-1996.49969513,118.274964921
3.0,10000130.0,100000770.0,-2984.09340539,308.523172359
3.0,10000130.0,100000510.0,-3956.78272446,586.404699355
3.0,10000130.0,100001600.0,-4908.5155559,952.089826395
3.0,10000130.0,100000560.0,-5832.9967417,1405.75567269
3.0,10000130.0,100001610.0,-6723.60760236,1947.58845999
3.0,10000130.0,100001750.0,-7573.30959271,2577.78622329
3.0,10000160.0,100001220.0,961.945728757,-273.15001303
3.0,10000160.0,100000860.0,1923.91393181,-546.311460359
3.0,10000160.0,100000820.0,2885.88213487,-819.472907689
3.0,10000160.0,100000320.0,3847.85033793,-1092.63435502
3.0,10000160.0,100001360.0,4809.81854099,-1365.79580235
3.0,10000160.0,100001110.0,5771.78674404,-1638.95724968
3.0,10000160.0,100001840.0,6733.7549471,-1912.11869701
3.0,10000160.0,100001180.0,7695.72315016,-2185.28014434
3.0,10000070.0,100000710.0,937.23049207,348.71048842
3.0,10000070.0,100000110.0,1909.18228419,595.838070069
3.0,10000070.0,100001260.0,2907.84091447,737.876152319
3.0,10000070.0,100000680.0,3924.94512735,771.236505427
3.0,10000070.0,100000010.0,4951.85858833,692.167986224
3.0,10000070.0,100001470.0,5979.40660889,496.685620506
3.0,10000070.0,100001960.0,6997.67290815,180.482327627
3.0,10000070.0,100001870.0,7995.73523322,-261.185911341
3.0,10000170.0,100001680.0,-721.486581201,-692.428417345
3.0,10000170.0,100001880.0,-1334.46416643,-1489.69976456
3.0,10000170.0,100000230.0,-1825.45371045,-2380.69711451
3.0,10000170.0,100001000.0,-2180.16917371,-3353.63420396
3.0,10000170.0,100001630.0,-2382.97754936,-4395.6134952
3.0,10000170.0,100000090.0,-2416.15456808,-5492.0121179
3.0,10000170.0,100000160.0,-2258.76244911,-6625.55599165
3.0,10000170.0,100000740.0,-1884.80681367,-7774.7992434
3.0,10000110.0,100001510.0,937.56764981,-347.802964376
3.0,10000110.0,100000150.0,1846.49519302,-768.411024219
3.0,10000110.0,100001370.0,2722.39916621,-1260.37406344
3.0,10000110.0,100001730.0,3560.8233171,-1822.23415191
3.0,10000110.0,100000850.0,4357.20649662,-2452.49904093
3.0,10000110.0,100000180.0,5106.84223012,-3149.62893634
3.0,10000110.0,100000310.0,5804.83309186,-3912.02157146
3.0,10000110.0,100000830.0,6446.03786401,-4737.99491935
3.0,10000060.0,100001780.0,-233.333858035,-972.396683815
3.0,10000060.0,100001250.0,-264.679036815,-1982.40889008
3.0,10000060.0,100000570.0,-83.1054664729,-2998.84869266
3.0,10000060.0,100001200.0,323.5969488,-3986.88914001
3.0,10000060.0,100001140.0,969.984688094,-4905.01067327
3.0,10000060.0,100000610.0,1874.87223758,-5699.54858675
3.0,10000060.0,100000980.0,3065.38858345,-6293.12266148
3.0,10000060.0,100001740.0,4587.79198569,-6553.79010162
3.0,10000190.0,100000080.0,-725.591262972,688.12594712
3.0,10000190.0,100001420.0,-1526.45966277,1292.25419247
3.0,10000190.0,100000060.0,-2395.95906696,1805.37534864
3.0,10000190.0,100000490.0,-3327.24826761,2220.22948492
3.0,10000190.0,100000020.0,-4313.14172584,2529.19126457
3.0,10000190.0,100001950.0,-5345.95573554,2724.10669278
3.0,10000190.0,100001500.0,-6417.31291676,2796.08564397
3.0,10000190.0,100000300.0,-7517.88154412,2735.22523545
3.0,10000000.0,100000480.0,-133.152119727,991.070807558
3.0,10000000.0,100000940.0,-266.284841353,1982.16902592
3.0,10000000.0,100000920.0,-399.41756298,2973.26724427
3.0,10000000.0,100000260.0,-532.550284606,3964.36546263
3.0,10000000.0,100000780.0,-665.683006233,4955.46368099
3.0,10000000.0,100000720.0,-798.815727859,5946.56189935
3.0,10000000.0,100000200.0,-931.948449486,6937.66011771
3.0,10000000.0,100001070.0,-1065.08117111,7928.75833606
3.0,10000090.0,100001830.0,-639.321095357,768.939878685
3.0,10000090.0,100000500.0,-1375.44485207,1451.94747113
3.0,10000090.0,100000210.0,-2200.8459571,2038.69494362
3.0,10000090.0,100000100.0,-3107.67722795,2518.40073199
3.0,10000090.0,100000240.0,-4087.56170907,2879.55539529
3.0,10000090.0,100000000.0,-5131.33449603,3109.56689747
3.0,10000090.0,100001800.0,-6228.69103198,3194.27738748
3.0,10000090.0,100000970.0,-7367.67747709,3117.26299717
3.0,10000040.0,100001340.0,-822.858311702,-568.270347448
3.0,10000040.0,100000760.0,-1645.7205407,-1136.5112753
3.0,10000040.0,100000120.0,-2468.58276971,-1704.75220314
3.0,10000040.0,100000530.0,-3291.44499871,-2272.99313099
3.0,10000040.0,100001120.0,-4114.30722771,-2841.23405884
3.0,10000040.0,100000540.0,-4937.16945671,-3409.47498669
3.0,10000040.0,100001090.0,-5760.03168572,-3977.71591453
3.0,10000040.0,100001390.0,-6582.89391472,-4545.95684238
3.0,10000020.0,100000190.0,-997.882411633,-65.2326965641
3.0,10000020.0,100000410.0,-1995.75337067,-130.451935428
3.0,10000020.0,100001940.0,-2993.6243297,-195.671174292
3.0,10000020.0,100000460.0,-3991.49528873,-260.890413156
3.0,10000020.0,100001980.0,-4989.36624777,-326.10965202
3.0,10000020.0,100000330.0,-5987.2372068,-391.328890885
3.0,10000020.0,100000400.0,-6985.10816583,-456.548129749
3.0,10000020.0,100000750.0,-7982.97912487,-521.767368613
3.0,10000030.0,100001620.0,-968.426630023,249.298740995
3.0,10000030.0,100000340.0,-1918.19498032,566.1519385
3.0,10000030.0,100000810.0,-2845.68433589,949.779269348
3.0,10000030.0,100001060.0,-3747.23276317,1399.37365226
3.0,10000030.0,100001670.0,-4619.10944812,1914.11282486
3.0,10000030.0,100001270.0,-5457.48887858,2493.15365354
3.0,10000030.0,100000430.0,-6258.42236415,3135.6258565
3.0,10000030.0,100000790.0,-7017.80593598,3840.62492895
3.0,10000150.0,100000390.0,844.050275913,536.264050381
3.0,10000150.0,100001440.0,1766.21485052,938.341676467
3.0,10000150.0,100000650.0,2751.6692859,1195.12181012
3.0,10000150.0,100000950.0,3784.64420579,1294.7850152
3.0,10000150.0,100001660.0,4847.78604822,1224.32447933
3.0,10000150.0,100001540.0,5921.25728231,968.87161003
3.0,10000150.0,100000140.0,6981.34875829,510.655965548
3.0,10000150.0,100000590.0,7998.13456903,-172.752469282
3.0,10000010.0,100001810.0,-764.318946155,-644.838389481
3.0,10000010.0,100000050.0,-1465.8706609,-1360.59663586
3.0,10000010.0,100001240.0,-2099.25910567,-2143.15449916
3.0,10000010.0,100001050.0,-2658.97070751,-2988.28960722
3.0,10000010.0,100001910.0,-3139.29926128,-3891.63206742
3.0,10000010.0,100001890.0,-3534.26671146,-4848.6038003
3.0,10000010.0,100001010.0,-3837.52893847,-5854.34638934
3.0,10000010.0,100000640.0,-4042.25964331,-6903.63215822
3.0,10000180.0,100000580.0,999.345079475,-36.5921059809
3.0,10000180.0,100001280.0,1998.67453435,-73.2068655618
3.0,10000180.0,100000700.0,2998.00398923,-109.821625143
3.0,10000180.0,100000470.0,3997.3334441,-146.436384724
3.0,10000180.0,100001970.0,4996.66289898,-183.051144305
3.0,10000180.0,100001790.0,5995.99235385,-219.665903885
3.0,10000180.0,100001900.0,6995.32180873,-256.280663466
3.0,10000180.0,100001930.0,7994.6512636,-292.895423047
4.0,10000150.0,100001030.0,878.899364288,-477.007240463
